SMILES,vbur_far_vtot_boltz
P(c1c(N(C)C)cccc1N(C)C)(c1ccc(C2(c3ccccc3)CC2)cc1)(c1c(N(C)C)cccc1N(C)C),33.83893
P(c1ccccc1)(c1c2ccccc2cc2ccccc12)(c1ccccc1),29.642311
P(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(C(C)C)(c1c(-c2ccccc2)nn(-c2ccccc2)c1),24.83854
P(c1ccc(-c2ccccc2)cc1)(c1c(OC)cccc1OC)(c1ccc(-c2ccccc2)cc1),9.871957
P(c1cccc(OC(C)C)c1)(c1c2ccccc2cc2ccccc12)(c1cccc(OC(C)C)c1),31.5547
P(c1ccccc1)(C(C)C)(c1ccccc1),2.337424
P(c1nn(-c2ccccc2)cc1)(c1ccc(C2(c3ccccc3)CC2)cc1)(c1nn(-c2ccccc2)cc1),35.051
P(c1ccc(-c2ccccc2)cc1)(c1ccncc1)(c1ccc(-c2ccccc2)cc1),-0.44182375
P(c1ccccc1)(c1ccc(N(C)C)cc1N(C)C)(c1ccccc1),5.1198664
P(c1ccccc1N1CCCCC1)(C(C)C)(c1ccccc1N1CCCCC1),73.899666
P(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1ccccc1N(C)C)(c1c(-c2ccccc2)nn(-c2ccccc2)c1),53.344986
P(c1c(OC(C)C)cccc1OC(C)C)(c1c(N(C)C)cccc1N(C)C)(c1c(OC(C)C)cccc1OC(C)C),54.931202
P(c1ccccc1)(c1ccccc1N1CCCCC1)(c1ccccc1),39.204758
P(c1c(OC(C)C)cccc1OC(C)C)(c1c(OC)cccc1OC)(c1c(OC(C)C)cccc1OC(C)C),48.46142
P(c1ccccc1)(C(C)C)(c1ccccc1),2.337424
P(c1cccc(OC(C)C)c1)(c1ccccc1)(c1cccc(OC(C)C)c1),2.885102
P(c1ccccc1)(c1c(OC)cccc1OC)(c1ccccc1),12.434395
P(c1nn(-c2ccccc2)cc1)(N1CCCCC1)(c1nn(-c2ccccc2)cc1),26.292496
P(N1CCCCC1)(c1ccc(C2(c3ccccc3)CC2)cc1)(N1CCCCC1),18.524725
P(c1ccccc1N1CCCCC1)(c1ccccc1C)(c1ccccc1N1CCCCC1),40.29549
P(c1ccc(N(C)C)cc1N(C)C)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1ccc(N(C)C)cc1N(C)C),24.518188
P(c1ccccc1C)(c1ccccc1N(C)C)(c1ccccc1C),16.296885
P(c1ccccc1)(N1CCCCC1)(c1ccccc1),1.3562716
P(c1nn(-c2ccccc2)c(-c2ccccc2)c1)(c1nn(-c2ccccc2)cc1)(c1nn(-c2ccccc2)c(-c2ccccc2)c1),54.574795
P(c1ccccc1)(n1nc(-c2ccccc2)cc1-c1ccccc1)(c1ccccc1),25.349787
P(c1ccccc1C)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1ccccc1C),35.329926
P(c1c(OCC)cccc1OCC)(c1nn(-c2ccccc2)cc1)(c1c(OCC)cccc1OCC),27.140778
P(c1c(OC)cccc1OC)(c1ccccc1N1CCCCC1)(c1c(OC)cccc1OC),53.160126
P(c1ccc(-c2ccccc2)cc1)(c1ccccc1)(c1ccc(-c2ccccc2)cc1),-0.42913306
P(c1ccccc1C)(c1c2ccccc2cc2ccccc12)(c1ccccc1C),34.480957
P(c1nn(-c2ccccc2)c(-c2ccccc2)c1)(N1CCCCC1)(c1nn(-c2ccccc2)c(-c2ccccc2)c1),46.604145
P(c1nn(-c2ccccc2)c(-c2ccccc2)c1)(c1ccccc1)(c1nn(-c2ccccc2)c(-c2ccccc2)c1),27.125608
P(N1CCCCC1)(c1ccccc1N(C)C)(N1CCCCC1),35.280144
P(c1ccccc1)(c1ccc(-c2ccccc2)cc1)(c1ccccc1),-0.42913306
P(c1cccc(OC(C)C)c1)(c1nn(-c2ccccc2)c(-c2ccccc2)c1)(c1cccc(OC(C)C)c1),27.493668
P(c1c(OC)cccc1OC)(c1ccncc1)(c1c(OC)cccc1OC),15.038498
P(c1ccccc1)(c1ccc(N(C)C)cc1N(C)C)(c1ccccc1),5.1198664
P(c1ccccc1)(c1nn(-c2ccccc2)cc1)(c1ccccc1),15.101841
P(c1ccc(N(C)C)cc1N(C)C)(c1c(N(C)C)cccc1N(C)C)(c1ccc(N(C)C)cc1N(C)C),16.780952
P(c1ccccc1)(c1c(OC(C)C)cccc1OC(C)C)(c1ccccc1),37.489468
P(c1cccc(OC(C)C)c1)(c1c(N(C)C)cccc1N(C)C)(c1cccc(OC(C)C)c1),14.18268
P(c1ccncc1)(c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2cccn2)cc1)(c1ccncc1),26.918722
P(c1ccccc1C)(N1CCCCC1)(c1ccccc1C),14.121983
P(c1ccccc1)(c1ccccc1N(C)C)(c1ccccc1),16.8076
P(c1ccccc1)(c1ccccc1N1CCCCC1)(c1ccccc1),39.204758
P(c1ccccc1)(c1ccc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1)(c1ccccc1),31.629404
P(c1ccccc1N1CCCCC1)(N1CCCCC1)(c1ccccc1N1CCCCC1),56.1245
P(c1ccccc1)(c1ccc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1)(c1ccccc1),31.629404
P(c1c(N(C)C)cccc1N(C)C)(c1ccccc1N1CCCCC1)(c1c(N(C)C)cccc1N(C)C),50.23787
P(c1ccncc1)(c1nn(-c2ccccc2)c(-c2ccccc2)c1)(c1ccncc1),26.763937
P(c1ccccc1)(c1c(N(C)C)cccc1N(C)C)(c1ccccc1),7.2753263
P(c1c(OC)cccc1OC)(c1c(OCC)cccc1OCC)(c1c(OC)cccc1OC),30.4738
P(c1ccncc1)(c1ccccc1C)(c1ccncc1),16.752151
P(c1ccc(N(C)C)cc1N(C)C)(c1c(OCC)cccc1OCC)(c1ccc(N(C)C)cc1N(C)C),37.066364
P(c1cccc(OC(C)C)c1)(c1c(OC)cccc1OC)(c1cccc(OC(C)C)c1),23.517773
P(c1ccncc1)(c1c(N(C)C)cccc1N(C)C)(c1ccncc1),9.065084
P(c1ccccc1)(C(C)C)(c1ccccc1),2.337424
P(c1c(OC(C)C)cccc1OC(C)C)(c1ccccc1)(c1c(OC(C)C)cccc1OC(C)C),36.22279
P(c1ccccc1)(n1nc(-c2ccccc2)cc1-c1ccccc1)(c1ccccc1),25.349787
P(c1ccccc1)(c1nn(-c2ccccc2)cc1)(c1ccccc1),15.101841
P(c1c(OC(C)C)cccc1OC(C)C)(c1ccncc1)(c1c(OC(C)C)cccc1OC(C)C),44.081722
P(c1nn(-c2ccccc2)cc1)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1nn(-c2ccccc2)cc1),34.600964
P(c1c(N(C)C)cccc1N(C)C)(N1CCCCC1)(c1c(N(C)C)cccc1N(C)C),17.404762
P(c1ccccc1)(c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2cccn2)cc1)(c1ccccc1),26.567858
P(c1ccccc1)(c1nn(-c2ccccc2)c(-c2ccccc2)c1)(c1ccccc1),26.795252
P(c1ccccc1)(N1CCCCC1)(c1ccccc1),1.3562716
P(c1ccncc1)(n1nc(-c2ccccc2)cc1-c1ccccc1)(c1ccncc1),25.306602
P(c1c(OC)cccc1OC)(c1ccc(N(C)C)cc1N(C)C)(c1c(OC)cccc1OC),27.553537
P(c1c(OC)cccc1OC)(C(C)C)(c1c(OC)cccc1OC),26.754162
P(c1cccc(OC(C)C)c1)(c1c(OCC)cccc1OCC)(c1cccc(OC(C)C)c1),27.67652
P(c1ccccc1)(c1ccccc1N(C)C)(c1ccccc1),16.8076
P(c1ccccc1)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1ccccc1),21.083197
P(c1ccc(-c2ccccc2)cc1)(c1cccc(OC(C)C)c1)(c1ccc(-c2ccccc2)cc1),3.3611076
P(c1ccccc1)(c1ccccc1C)(c1ccccc1),0.1563827
COC1=CC(OC)=C(C(C)(C)C)C=C1N2C(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=N2,17.22849
P(c1ccc(N(C)C)cc1N(C)C)(c1nn(-c2ccccc2)c(-c2ccccc2)c1)(c1ccc(N(C)C)cc1N(C)C),45.81534
P(c1ccccc1)(c1ccccc1N1CCCCC1)(c1ccccc1),39.204758
P(c1ccncc1)(c1c(OCC)cccc1OCC)(c1ccncc1),19.476767
P(c1cccc(OC(C)C)c1)(C(C)C)(c1cccc(OC(C)C)c1),2.7059512
P(c1ccc(N(C)C)cc1N(C)C)(N1CCCCC1)(c1ccc(N(C)C)cc1N(C)C),16.509602
P(c1ccccc1)(c1c(OCC)cccc1OCC)(c1ccccc1),14.706994
P(c1c(N(C)C)cccc1N(C)C)(c1ccccc1C)(c1c(N(C)C)cccc1N(C)C),10.079641
CC(OC1=CC(OC(C)C)=C(C(C)(C)C)C=C1N2C(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=N2)C,46.69744
P(c1ccncc1)(c1nn(-c2ccccc2)cc1)(c1ccncc1),15.133691
P(c1cccc(OC(C)C)c1)(c1ccccc1N(C)C)(c1cccc(OC(C)C)c1),17.78214
P(c1ccccc1)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1ccccc1),21.083197
P(c1ccccc1C)(C(C)C)(c1ccccc1C),4.7920585
P(c1ccccc1)(c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)(c1ccccc1),29.803984
P(c1ccccc1)(c1ccccc1C)(c1ccccc1),0.1563827
P(c1cccc(OC(C)C)c1)(n1nc(-c2ccccc2)cc1-c1ccccc1)(c1cccc(OC(C)C)c1),29.67278
P(c1ccccc1N1CCCCC1)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1ccccc1N1CCCCC1),66.708496
P(c1c(OCC)cccc1OCC)(c1ccccc1N(C)C)(c1c(OCC)cccc1OCC),36.851532
P(c1ccc(-c2ccccc2)cc1)(c1nn(-c2ccccc2)cc1)(c1ccc(-c2ccccc2)cc1),24.590641
P(c1c(N(C)C)cccc1N(C)C)(c1nn(-c2ccccc2)cc1)(c1c(N(C)C)cccc1N(C)C),24.25047
P(c1ccncc1)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1ccncc1),21.115046
P(c1ccncc1)(c1ccc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1)(c1ccncc1),31.94089
P(c1ccccc1)(c1ccccc1)(c1ccccc1),-0.5094065
P(c1c(OC)cccc1OC)(c1c(N(C)C)cccc1N(C)C)(c1c(OC)cccc1OC),27.19456
P(c1c(N(C)C)cccc1N(C)C)(c1c(-c2ccccc2)nn(-c2ccccc2)c1)(c1c(N(C)C)cccc1N(C)C),25.631865
