dipolemoment_boltz,dipolemoment_delta,dipolemoment_max,dipolemoment_min,dipolemoment_vburminconf,efgtens_xx_P_boltz,efgtens_yy_P_boltz,efgtens_zz_P_boltz,efg_amp_P_boltz,E_oxidation_boltz,E_reduction_boltz,E_solv_cds_boltz,E_solv_elstat_boltz,E_solv_total_boltz,fmo_eta_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,fmo_mu_boltz,fmo_omega_boltz,fukui_m_boltz,fukui_p_boltz,nbo_bds_e_avg_boltz,nbo_bds_e_min_boltz,nbo_bds_occ_avg_boltz,nbo_bds_occ_max_boltz,nbo_bd_e_avg_boltz,nbo_bd_e_max_boltz,nbo_bd_occ_avg_boltz,nbo_bd_occ_min_boltz,nbo_lp_P_e_boltz,nbo_lp_P_occ_boltz,nbo_lp_P_percent_s_boltz,nbo_P_boltz,nbo_P_ra_boltz,nbo_P_rc_boltz,nmrtens_sxx_P_boltz,nmrtens_syy_P_boltz,nmrtens_szz_P_boltz,nmr_P_boltz,nuesp_P_boltz,Pint_dP_boltz,Pint_P_int_boltz,Pint_P_max_boltz,Pint_P_min_boltz,pyr_alpha_boltz,pyr_alpha_delta,pyr_alpha_max,pyr_alpha_min,pyr_alpha_vburminconf,pyr_P_boltz,pyr_P_delta,pyr_P_max,pyr_P_min,pyr_P_vburminconf,qpoletens_xx_boltz,qpoletens_xx_delta,qpoletens_xx_max,qpoletens_xx_min,qpoletens_xx_vburminconf,qpoletens_yy_boltz,qpoletens_yy_delta,qpoletens_yy_max,qpoletens_yy_min,qpoletens_yy_vburminconf,qpoletens_zz_boltz,qpoletens_zz_delta,qpoletens_zz_max,qpoletens_zz_min,qpoletens_zz_vburminconf,qpole_amp_boltz,qpole_amp_delta,qpole_amp_max,qpole_amp_min,qpole_amp_vburminconf,somo_ra_boltz,somo_rc_boltz,sphericity_boltz,spindens_P_ra_boltz,spindens_P_rc_boltz,sterimol_B1_boltz,sterimol_B1_delta,sterimol_B1_max,sterimol_B1_min,sterimol_B1_vburminconf,sterimol_B5_boltz,sterimol_B5_delta,sterimol_B5_max,sterimol_B5_min,sterimol_B5_vburminconf,sterimol_burB1_boltz,sterimol_burB1_delta,sterimol_burB1_max,sterimol_burB1_min,sterimol_burB1_vburminconf,sterimol_burB5_boltz,sterimol_burB5_delta,sterimol_burB5_max,sterimol_burB5_min,sterimol_burB5_vburminconf,sterimol_burL_boltz,sterimol_burL_delta,sterimol_burL_max,sterimol_burL_min,sterimol_burL_vburminconf,sterimol_L_boltz,sterimol_L_delta,sterimol_L_max,sterimol_L_min,sterimol_L_vburminconf,surface_area_boltz,vbur_far_vbur_boltz,vbur_far_vbur_delta,vbur_far_vbur_max,vbur_far_vbur_min,vbur_far_vbur_vburminconf,vbur_far_vtot_boltz,vbur_far_vtot_delta,vbur_far_vtot_max,vbur_far_vtot_min,vbur_far_vtot_vburminconf,vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_vburminconf,vbur_near_vbur_boltz,vbur_near_vbur_delta,vbur_near_vbur_max,vbur_near_vbur_min,vbur_near_vbur_vburminconf,vbur_near_vtot_boltz,vbur_near_vtot_delta,vbur_near_vtot_max,vbur_near_vtot_min,vbur_near_vtot_vburminconf,vbur_ovbur_max_boltz,vbur_ovbur_max_delta,vbur_ovbur_max_max,vbur_ovbur_max_min,vbur_ovbur_max_vburminconf,vbur_ovbur_min_boltz,vbur_ovbur_min_delta,vbur_ovbur_min_max,vbur_ovbur_min_min,vbur_ovbur_min_vburminconf,vbur_ovtot_max_boltz,vbur_ovtot_max_delta,vbur_ovtot_max_max,vbur_ovtot_max_min,vbur_ovtot_max_vburminconf,vbur_ovtot_min_boltz,vbur_ovtot_min_delta,vbur_ovtot_min_max,vbur_ovtot_min_min,vbur_ovtot_min_vburminconf,vbur_qvbur_max_boltz,vbur_qvbur_max_delta,vbur_qvbur_max_max,vbur_qvbur_max_min,vbur_qvbur_max_vburminconf,vbur_qvbur_min_boltz,vbur_qvbur_min_delta,vbur_qvbur_min_max,vbur_qvbur_min_min,vbur_qvbur_min_vburminconf,vbur_qvtot_max_boltz,vbur_qvtot_max_delta,vbur_qvtot_max_max,vbur_qvtot_max_min,vbur_qvtot_max_vburminconf,vbur_qvtot_min_boltz,vbur_qvtot_min_delta,vbur_qvtot_min_max,vbur_qvtot_min_min,vbur_qvtot_min_vburminconf,vbur_ratio_vbur_vtot_boltz,vbur_vbur_boltz,vbur_vbur_delta,vbur_vbur_max,vbur_vbur_min,vbur_vbur_vburminconf,vbur_vtot_boltz,vmin_r_boltz,vmin_vmin_boltz,volume_boltz
3.2184503,1.3936194,4.038436,1.9526122,3.1356385,-1.3184856,-0.4890288,1.609024,1.969269,0.27256995,-0.0023658467,-9.504234,-9.46586,-18.741915,0.19017294,-0.22516099,-0.039085478,-0.13180287,0.04789679,0.18680331,0.07302561,0.20488031,0.1540518,0.05707634,0.08657188,-0.5156257,-0.47357807,1.9543374,1.9437243,-0.32240722,1.9135925,52.305458,1.0121554,0.8595393,1.0759399,195.3964,282.32138,343.29022,273.46036,-54.155945,4.4860516,20.253428,35.471455,13.237146,16.655048,2.1969435,20.099537,16.864588,18.815777,0.92822134,0.0033142515,0.9342097,0.92483944,0.9269766,7.23437,3.8351943,9.421842,5.6999207,6.4752574,0.15283395,3.403389,1.7479787,-1.2163941,0.41551068,-7.230044,4.834196,-5.506609,-9.205832,-7.369241,10.018436,7.5822167,11.528515,7.9587283,10.947487,0.040823318,-0.36056024,0.7201897,0.066018134,0.11935157,4.228221,0.2981656,4.6694036,4.029836,4.391017,7.532409,0.51924837,9.014409,7.313497,7.7361097,4.076356,0.3295699,4.3941803,3.9606967,4.02969,6.6167645,0.3522738,7.087424,6.570331,6.897281,7.2381186,0.2326058,7.573645,7.1388345,7.408508,8.589856,1.1702526,8.668051,7.7929187,9.0141115,416.16498,1.8067305,1.4447666,8.765641,1.2143863,1.4891845,25.349787,4.2167478,70.220406,1.3893323,2.3804884,7.182184,2.2328467,11.280719,6.183956,9.158786,78.67028,13.594546,99.88504,76.66047,89.277916,54.967175,4.625988,55.759315,50.64117,52.981586,432.73022,0.84375644,419.17957,353.02414,385.7687,18.225845,1.0628061,17.90071,16.171824,15.898497,0.0009475537,-0.056139573,-0.068680465,0.0058848634,0.0074466113,136.47597,19.151857,136.6397,130.16853,135.60078,0.09906607,0.12483983,0.14223927,0.011402575,0.0051559964,21.7065,3.7622056,21.391628,16.31017,19.701935,10.929844,0.71235955,11.256655,10.632605,10.921469,160.16347,11.902152,173.37894,151.06287,161.33672,55.522385,7.0127687,66.56475,50.415543,60.214703,0.14040004,60.70101,4.7256165,67.27528,56.933037,59.441563,459.80267,1.8882399,-0.04414347,494.45456
2.4145403,0.8928623,3.3174787,1.9449389,2.309518,-0.78545177,-0.68394095,1.5132562,1.8560865,0.25625658,-0.0011167654,-8.95716,-9.90589,-17.768778,0.17752656,-0.20137525,-0.04035127,-0.13172355,0.05018921,0.1889311,0.04669392,0.22013365,0.2074702,0.040320054,0.045681756,-0.50981253,-0.4870239,1.9543422,1.9507986,-0.31776056,1.8958355,48.16373,0.77700835,0.75164783,0.9361493,266.61017,302.22092,342.4906,298.89407,-54.161613,4.1810904,19.88533,35.43448,13.221203,18.50883,1.5139959,21.522894,17.407894,20.180626,0.927195,0.00836508,0.9236781,0.90938056,0.9138919,7.4850464,5.8611164,12.15397,5.045007,9.28403,0.21814205,3.4799912,1.6979296,-1.5096024,-0.041172307,-6.9125915,4.306331,-6.097252,-8.691932,-8.401652,9.050283,8.811402,15.988908,8.086885,12.363169,0.046121746,-0.36944172,0.76334184,0.045197513,0.081869364,4.2800612,0.6033419,4.2382383,4.1331244,4.351787,6.717316,0.45654526,7.5017357,6.0399823,7.045351,4.205382,0.30724168,4.3112874,3.895016,4.203624,6.3707266,0.3224728,6.326092,5.971449,6.26205,7.18489,0.40884474,7.3984604,7.0086207,7.3875413,7.513299,0.60762143,8.05746,7.228477,7.8002644,346.6454,1.8015804,3.8050349,5.445622,0.07269057,0.36718,15.101841,9.6034565,22.789776,11.743756,15.663514,11.503145,4.7637124,8.328048,3.8913388,4.4178777,85.77503,74.93789,132.22868,41.702053,93.36731,56.061527,7.6905107,61.053314,51.87534,53.61055,448.25635,9.1518755,355.58463,334.19894,354.9683,19.450401,2.126114,18.344965,15.464905,16.149828,0.0009475537,1.1550733,0.6659242,0.006372476,0.0074466113,139.16216,22.472656,151.59547,116.44512,142.29147,0.09314585,1.3496493,1.3432063,0.0059877704,0.0051559964,20.016884,3.2857616,22.777832,15.0771675,15.284963,11.025209,1.8517141,13.300345,10.61448,11.000663,193.9081,10.869598,221.03267,125.178894,152.91417,60.831264,27.888313,62.09096,57.69639,63.698677,0.15747377,59.712368,4.362555,67.89989,53.751904,52.01805,469.02707,1.8783107,-0.03515559,512.4707
2.8465533,2.0278993,3.4661708,2.026956,3.2480025,-0.81258905,-0.69659555,1.4470346,1.8046101,0.27493298,0.013156268,-6.5791707,-11.333434,-18.632526,0.18929836,-0.22495623,-0.033185333,-0.12516397,0.04638644,0.38615996,0.040945407,0.21282615,0.20306347,0.036750052,0.040947326,-0.4740554,-0.47578833,1.9515069,1.9510394,-0.31236923,1.8713211,47.527935,0.78209597,0.7590405,1.2101616,327.8036,314.59723,348.20148,328.17416,-54.17149,4.5804596,19.937025,40.23155,11.7679615,23.251122,3.6442695,25.280937,21.277771,22.11321,0.848644,0.054558955,0.9119609,0.86597127,0.888834,9.328219,7.8583364,12.943177,8.045661,10.663332,0.114478186,4.6521955,1.9752314,-3.9055226,0.348337,-8.688533,5.0250807,-7.47052,-11.477095,-7.318113,11.722003,4.8160586,15.838397,9.817355,13.615514,0.053338055,-0.37521276,0.7234078,0.021847062,0.5646652,4.9042907,0.5961386,5.0727563,4.6381254,4.939878,6.402638,0.45201877,7.0541873,6.260607,7.2734942,4.532483,0.37744626,5.055795,4.4193225,4.637366,6.08426,0.4723657,6.461308,6.0937796,6.39824,7.187243,0.3408285,7.350371,7.114984,7.142235,9.044616,0.90767306,9.134104,8.79412,8.645164,460.28876,13.91174,16.934656,24.06024,4.698526,4.5723057,44.081722,21.656155,63.19011,23.691435,24.078697,15.036666,9.760981,17.154701,9.261422,13.250276,44.913258,41.782036,87.58755,38.153694,43.478344,67.26849,9.025953,68.26388,59.618855,61.36195,414.18842,30.123013,430.5027,396.67288,410.74136,19.763664,2.0021148,21.042358,19.051895,19.666107,0.0091901105,1.1443003,1.1145197,0.05259091,0.0074558984,118.78356,15.513635,132.03906,109.35163,129.4235,0.17254251,0.37440524,0.21738437,0.0765497,0.0026247841,29.973932,9.111697,35.466953,23.813864,25.676695,12.663283,2.7316315,13.427472,11.227932,11.079996,146.47435,17.553951,150.25978,133.203,142.20305,79.01535,14.907018,92.24875,66.00917,93.10411,0.15388556,82.877304,25.061274,95.75962,69.384544,74.56245,407.13998,1.8701516,-0.057781532,560.2278
2.762253,1.3511658,3.4480176,1.6878965,2.6328745,-0.7805963,-0.67229366,1.5316676,1.8522211,0.25306046,-0.0045541376,-9.250659,-12.38224,-21.798725,0.16985036,-0.2020007,-0.044997502,-0.13235575,0.052820183,0.25785694,0.05766071,0.21752022,0.20781928,0.04051784,0.045362882,-0.5197187,-0.49274245,1.9519674,1.9505283,-0.3232443,1.894804,47.952686,0.78324664,0.80173564,0.93112296,280.40268,309.00266,348.94403,310.60742,-54.16698,4.4581156,20.372322,36.439228,13.349399,18.216185,2.3170831,21.824862,16.706007,21.651672,0.9271304,0.014813719,0.9272272,0.9051707,0.904978,7.758686,6.24653,13.159698,4.8394947,9.621449,0.10591118,4.2920136,2.3828053,-2.1444528,-0.036400765,-8.232224,5.8524733,-4.8032446,-10.606955,-11.019892,9.788682,8.71011,16.673094,6.7716484,16.31579,0.03971807,-0.35320848,0.7241842,0.09328511,0.12624219,5.547786,0.69084567,5.570687,4.5108767,5.096223,6.9568396,0.39717144,7.8395214,6.760374,7.6520777,4.2196693,0.38971776,4.6625314,3.823697,4.255022,6.5872393,0.42474812,6.36538,6.2489176,6.4648113,7.211234,0.6245869,7.4532833,7.0065484,7.678737,7.606478,1.424076,8.146432,7.5199747,8.564646,431.0469,8.39724,12.407994,18.819761,1.1891191,0.8622367,34.600964,21.227743,63.061295,14.190459,16.071583,14.90836,9.555299,18.702986,5.1807365,8.550035,100.259476,83.15783,135.93613,39.04601,109.693565,61.052986,9.169937,65.87082,55.196083,57.46385,586.1645,27.172525,442.0374,417.77835,409.05905,20.759209,1.8103985,20.11953,17.077093,18.564222,0.0009475537,1.1887194,0.68134356,0.006372476,0.0074466113,145.26349,28.246021,206.51242,127.301346,162.72629,0.09314096,1.3674692,1.3552601,0.005989834,0.0051559964,27.487131,6.878202,32.282066,18.082436,19.007738,11.040756,2.0000112,12.928406,10.723179,11.045643,233.87637,40.61038,236.6147,151.11595,169.48012,85.3186,42.66329,124.31773,61.370125,76.533516,0.13445728,71.59368,8.568181,75.10847,58.49496,56.179234,545.3549,1.9012991,-0.035374302,635.2478
1.2165728,1.5039413,2.4334784,0.8546937,2.2651575,-0.92908967,-0.59191334,1.561796,1.9600344,0.2552471,0.023836408,-6.538167,-6.639639,-13.790696,0.17571183,-0.19854517,-0.01794974,-0.10872401,0.03353921,0.26688644,0.062010378,0.22714294,0.23082797,0.057384547,0.055088356,-0.48736787,-0.4599545,1.9548025,1.9490715,-0.2733879,1.910744,48.877163,1.0068046,0.92759824,1.0134841,187.74019,255.27621,299.49777,257.7115,-54.185215,4.440048,19.760336,35.899292,13.1857605,31.92319,6.0136604,27.915173,23.601192,28.461334,0.80557007,0.057458103,0.8381075,0.8136478,0.81527185,4.6963944,1.7793891,2.6671147,1.5317527,2.9711914,0.6105542,2.0637615,1.4375271,-0.68685067,0.47790897,-3.1194856,2.6945329,-2.1021814,-5.373691,-5.5904913,5.1242647,4.5940666,7.5537505,3.4339585,6.2475057,0.06768303,-0.34575546,0.76668197,0.04901588,0.24190177,4.197187,0.5122689,4.622942,4.0519094,4.4863443,6.6236863,0.4793355,7.1690726,6.2675877,6.8413477,4.1493263,0.43262452,4.466499,4.018873,4.379636,5.9627156,0.71002537,6.7064295,6.226611,6.180628,7.29566,0.34674683,7.5418816,7.051577,7.246451,8.015209,0.6218926,8.639503,7.7390666,8.166215,387.58984,16.751688,9.855321,13.60711,6.264873,5.8617687,17.404762,19.434881,15.9848385,13.736863,9.304275,13.602366,10.554627,14.744902,10.608218,10.46415,61.51491,14.040839,60.88093,36.64839,44.590534,68.23991,8.057126,71.23621,70.809616,69.9345,385.90778,9.499306,375.96085,368.805,368.3943,20.518064,2.904321,19.814302,18.854328,19.334417,0.3878242,0.20684005,0.6031159,0.02653462,0.08760597,125.79282,9.706324,111.704956,115.49326,110.73461,0.4319214,0.49827757,0.96435153,0.12578617,-0.011862389,27.046507,7.9141116,30.89062,28.751322,23.100618,14.288245,2.3851666,16.801931,11.7550535,13.528144,124.59502,11.24357,143.97955,119.44015,118.61244,68.42614,14.25554,85.83613,52.387123,65.73197,0.20429082,91.09828,13.790884,95.07324,75.62565,78.56013,408.81235,1.7881461,-0.05662465,489.93607
1.4386083,0.50671476,1.7084202,1.3509245,1.837529,-0.75317085,-0.6778914,1.4410955,1.7746805,0.24576366,0.018835489,-9.768776,-8.348725,-15.944881,0.18532547,-0.2173359,-0.022437107,-0.12358923,0.03712178,0.40672743,0.030990079,0.23318157,0.22591247,0.0385825,0.04180696,-0.46490338,-0.4721671,1.9514089,1.9417211,-0.29678634,1.8852468,48.331413,0.8006422,0.7381846,1.0212697,289.69464,310.5077,336.71793,304.14893,-54.186035,4.50526,19.888397,36.69055,12.951626,18.964407,2.9464939,22.17392,19.969849,22.155779,0.9261705,0.024017723,0.92836815,0.90135765,0.90348166,8.631569,2.508382,8.522034,5.5079393,7.9718637,-0.11655827,1.7366773,1.6652964,-1.3784919,0.48802963,-6.1630087,2.4406834,-4.950926,-8.012958,-9.729549,13.012723,2.7727904,12.581655,8.990907,12.682291,0.062154923,-0.36567196,0.7385233,0.057786588,0.43631962,4.7131157,0.50635415,4.534637,4.385064,4.649196,8.161013,0.2806421,8.68637,7.483403,8.478917,4.2458,0.2452474,4.2257996,4.095628,4.231934,6.486526,0.52562755,6.767772,6.367932,6.26666,6.9080687,0.59775096,7.4221997,6.8648376,7.4838934,7.413707,1.3355683,8.039713,7.2418027,8.160229,395.50677,6.889068,5.3461213,0.56562924,2.8176057,4.595595,31.369884,2.8402543,7.9047756,23.95224,20.41287,11.132677,5.6287603,11.054893,7.7933965,8.946959,101.433495,26.935669,97.7208,121.3607,124.46086,60.681206,5.2155495,59.3022,58.975456,58.348194,352.53366,5.0625415,429.33713,425.21976,397.23633,19.489435,1.5554667,19.041983,17.806719,17.903082,0.0009475537,-0.057103626,-0.041382704,0.005408969,0.007380401,156.60567,8.461211,151.48303,166.7331,163.5792,0.082795985,0.14265981,0.15429305,0.005982866,0.0051559964,24.433302,5.072268,21.016592,18.434814,21.87064,11.094111,0.50335854,11.362602,10.998361,11.195521,183.25584,3.3868861,174.00844,166.87473,189.09383,63.65459,4.4771004,69.12787,61.62706,64.82262,0.14709964,60.591137,8.767861,59.86514,58.960663,60.89864,435.53177,1.835835,-0.051436834,470.3084
2.9333448,1.2239336,3.080565,2.2268605,3.4795194,-0.7975404,-0.6702172,1.5164707,1.8419261,0.25353846,0.0021561345,-9.926707,-10.435635,-19.979528,0.16513306,-0.21571903,-0.042133175,-0.1303773,0.05229535,0.17042606,0.0060333256,0.22169837,0.2230857,0.043131497,0.057066943,-0.49366143,-0.486762,1.9364028,1.8499241,-0.3174022,1.9048785,48.14871,0.77579004,0.7248072,0.91920793,284.50244,294.78705,342.6571,298.1472,-54.16355,4.0815787,20.153614,34.62922,12.380064,18.486998,0.6093018,19.401443,17.496023,19.488712,0.9245721,0.0016528508,0.9238676,0.92455596,0.91995466,8.172651,5.3989806,11.858966,8.230939,14.013202,0.07476018,5.618372,2.1874683,-3.5889332,0.1931226,-8.62168,3.206742,-7.909082,-10.6272335,-6.9237223,14.082085,9.0246315,14.317062,11.15402,10.816316,0.040735852,-0.35233486,0.7474067,0.056940235,0.10313298,4.2270794,0.3358077,4.372535,4.2632437,4.489867,9.504543,0.457894,10.07298,10.259888,9.023418,4.230671,0.15369044,4.2318697,4.103391,4.2449007,6.1510925,0.09856162,6.120195,6.059714,6.333906,7.144077,0.13120106,7.320356,6.996748,7.0871634,8.243192,1.0224354,8.1755495,7.8818336,8.375873,355.30075,1.9224782,2.9688072,2.7216997,1.6945027,1.8762239,26.567858,0.453637,19.378881,12.405178,16.026806,10.3118925,2.591355,2.947276,3.9640472,5.860208,116.55277,63.758087,135.51973,85.704895,121.010994,57.64216,-0.6551313,55.6577,55.122524,60.608646,420.93466,4.128476,373.32834,366.59528,360.46237,16.204952,0.45696118,15.839703,14.993548,17.278011,0.000669513,0.34057805,0.22885752,0.0054618125,0.0074466113,196.6249,17.980604,188.82864,143.74966,191.07991,0.2282937,1.1984615,1.3923227,0.011503276,0.0051559964,21.181171,1.5960703,17.225925,16.475752,19.305784,11.32972,0.4875698,11.872357,11.169852,11.219604,242.87053,14.327191,231.1992,164.45747,194.16394,59.93685,20.231813,60.784584,58.69223,69.68087,0.12833643,60.451534,1.2621446,58.353928,57.837254,52.04458,500.17715,1.8794333,-0.040640276,550.3824
3.0553417,1.971097,3.9363306,1.8656356,3.313282,-0.77599514,-0.68717545,1.5311992,1.8659352,0.27060005,-0.0066765137,-10.064752,-10.725661,-18.746279,0.17105865,-0.22635013,-0.04548331,-0.13310774,0.04736125,0.16351512,0.044870924,0.22134782,0.20960447,0.045861017,0.0523946,-0.49443904,-0.48346975,1.954493,1.9509256,-0.3138596,1.8916044,50.16383,0.7901804,0.8034734,1.0410594,256.2501,280.4478,328.16232,275.2251,-54.16888,4.506398,20.141014,36.019295,13.250902,17.869766,1.7115209,19.760592,17.19834,18.844706,0.92333776,0.011323887,0.9317864,0.9213829,0.92570174,8.554609,4.5412226,10.036902,5.643137,6.990469,1.9168794,3.053282,1.8777536,-0.4867642,0.81585354,-8.6163225,2.0236459,-8.117696,-9.811522,-8.813891,11.600031,4.5942554,12.948663,10.134626,12.209259,0.040607076,-0.36123598,0.7193951,0.037671477,0.10249373,4.40229,0.2713495,4.611485,4.2764826,4.8090024,7.5992293,0.6751708,8.97451,7.1477575,7.732744,4.274823,0.12097904,4.3371553,4.0956764,4.3125486,6.2738934,0.2924574,6.982773,6.1264987,6.5448694,7.099792,0.27729255,7.4483514,6.9220915,7.239313,8.446599,1.3933326,8.839915,7.771273,8.309833,404.1569,1.7767359,5.449,4.4970484,1.0963702,1.9689101,26.795252,4.5518847,18.828362,2.479436,2.3804884,8.425745,2.9207382,9.482854,5.967752,8.22307,69.5677,21.504862,83.35072,55.76919,79.398315,49.623253,2.1903183,49.99731,50.025337,51.96975,415.32385,1.5085151,416.14075,408.35196,389.37152,16.001778,1.3532482,15.692211,15.704911,14.816983,0.014123665,2.2402892,4.2996516,0.006372476,0.0074466113,145.09554,11.702709,146.44675,131.69794,138.08145,0.21730354,1.5058806,1.7395446,0.005989834,0.0051559964,18.741257,2.6180534,20.14085,14.877452,19.60484,11.434871,3.6341956,15.8026905,10.744903,11.05182,174.79999,6.495068,161.11166,155.62633,154.7238,63.73952,2.9510179,64.05198,59.4884,68.791695,0.13435136,53.22665,4.2354507,55.676205,57.144627,60.378136,432.63916,1.8693098,-0.043979008,478.095
2.1312327,0.7904361,2.6781857,1.9664538,2.5782576,-0.7511115,-0.6641146,1.4346786,1.7634041,0.27128983,0.009119117,-8.512343,-9.196218,-17.826437,0.18552205,-0.23510218,-0.038957722,-0.1331305,0.052346975,0.39633194,0.032164898,0.21551786,0.20815203,0.036892295,0.038322575,-0.48399827,-0.48040217,1.9518267,1.9427503,-0.31219047,1.8915676,49.280388,0.8062475,0.73350203,1.0159152,279.2713,291.65408,339.49957,299.89563,-54.172432,4.4220743,19.659552,36.333996,11.430799,18.808565,-1.1923598,18.491583,19.339392,19.570963,0.9283025,-0.009776823,0.9222025,0.9296257,0.9215763,8.914083,0.8090685,8.993913,9.723864,8.639752,0.23881997,0.35361236,1.6813085,0.06190323,0.45505622,-7.813497,1.3736387,-8.591484,-10.048643,-9.568366,14.970879,1.5524285,13.127076,12.477457,12.803644,0.05037601,-0.38422132,0.755236,0.05233444,0.4841318,4.5573244,0.49336565,4.407036,4.398539,4.536464,9.257368,0.29653507,8.697044,7.06553,7.951194,4.217113,0.1486999,4.1857023,4.1167345,4.233448,6.329579,0.46967152,6.5467796,6.339857,6.031713,6.8579593,0.11494159,6.9047174,6.7930484,6.986283,7.607055,0.98761857,7.506166,7.0089674,7.768269,348.6658,8.502047,1.5941764,0.52737933,2.8029737,4.418951,27.396593,0.5696618,2.0907643,23.95224,20.41287,3.6510208,2.0909655,3.1092126,5.4779177,3.9552624,93.7263,5.549143,84.74375,125.58338,121.031395,54.8052,0.39522773,50.976795,51.740036,54.042408,291.01056,4.6613383,381.8099,359.75662,338.8292,14.764507,0.25265816,14.322745,14.245052,15.170753,0.0009475537,-0.053931892,-0.050610416,0.0054286183,0.0073727346,157.35715,7.2433724,129.60126,208.82942,157.72949,0.083004504,0.12859541,0.14223927,0.0059877704,0.0051559964,20.15139,1.5655599,15.345234,17.88816,18.667252,11.196126,0.28366658,11.373174,11.233912,11.380074,158.00404,2.8349314,156.86484,155.63158,182.28853,63.234932,1.3120536,67.71763,60.94388,62.893818,0.15011026,57.18884,2.1152198,50.922718,55.670273,56.878643,383.4076,1.8646104,-0.045370974,426.0169
3.3934422,1.7720428,4.4118757,2.21841,3.5450394,-1.2948828,-0.4907434,1.6086788,1.9699652,0.2896233,-0.006156193,-8.151174,-9.470392,-18.660973,0.19186802,-0.23597354,-0.048882388,-0.13815063,0.058964778,0.20309934,0.07288067,0.2013067,0.14980689,0.056581337,0.086287715,-0.5203099,-0.47296184,1.9547083,1.9441307,-0.32558143,1.918422,52.422092,1.0139481,0.8598786,1.0767742,200.77145,282.32138,343.29022,274.76312,-54.154945,4.349843,20.103767,34.85814,11.084224,16.518747,2.2008069,20.099537,16.841772,18.815777,0.92738444,0.0034783515,0.9337551,0.9255802,0.9269766,8.426801,3.5226183,11.027676,7.9300084,7.8415008,-0.25670388,3.3343604,1.857183,-1.3632551,0.43055233,-8.014377,5.3458767,-6.38539,-10.017597,-7.5536776,12.061556,6.418051,12.075306,10.347757,11.683674,0.03868447,-0.3738844,0.72829604,0.05618876,0.10635148,4.161265,0.30605227,4.4021354,3.9680166,4.338615,7.195931,0.4265374,8.566231,6.8587804,7.9351263,4.0560603,0.3295699,4.34316,3.93288,4.0202503,6.6352553,0.29317233,7.082445,6.604763,6.800336,7.1849093,0.24959372,7.5326786,7.088522,7.413702,8.325582,0.7695304,8.160612,7.6736674,8.817779,421.65875,2.1457791,1.4447666,9.571527,1.2143863,1.4891845,25.306602,4.4181333,69.004654,1.5399493,2.3804884,7.34941,2.0480134,11.280719,6.183956,9.533584,85.210884,12.634002,100.379395,74.650345,88.7357,54.971424,4.5468016,55.90915,50.485172,52.870766,393.6374,0.40054077,372.0608,297.70898,381.5268,18.331352,1.1392021,17.911804,16.171824,16.345663,0.0009475537,-0.056139573,-0.068680465,0.0058848634,0.0074466113,122.47689,18.906683,115.43411,129.88644,129.95427,0.09906607,0.12483983,0.14223927,0.011402575,0.0051559964,21.943716,4.1808724,21.391628,16.4298,19.701935,10.939905,0.71235955,11.255529,10.632605,10.872928,151.18396,11.902152,167.28477,145.22049,154.29163,54.378513,7.806145,62.96014,49.28674,58.49551,0.14157675,60.196808,4.7256165,67.2214,57.57004,59.441563,439.78275,1.9067701,-0.04262165,518.7427
