SMILES
""
c1ccc(-c2[nH]c3ccccc3c2P(c2ccccc2)c2ccccc2)cc1
*c1cc(-c2ccccc2)n(-c2ccccc2P(C(C)(C)C)C(C)(C)C)n1
*c1cccc(*)c1*
*c1c(P(c2ccccc2)c2ccccc2)c2ccccc2n1C
c1ccc(N2CCCCC2)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c1
c1ccc(-c2ccccc2)cc1
*c1cccc(OC(C)C)c1*
*n1nccc1P(C(C)(C)C)C(C)(C)C
*c1cc(-c2ccccc2)nn1*
*c1c(OC(C)C)cccc1OC(C)C
*c1ccccc1
*c1c(OC)cccc1OC
*c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1
c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2
*c1ccc(N(C)C)cc1N(C)C
*c1ccccc1P(C1CCCCC1)C1CCCCC1
c1ccncc1
*c1nn(-c2ccccc2)c(-c2ccccc2)c1*
*c1c(-n2nccc2P(C(C)(C)C)C(C)(C)C)c(-c2ccccc2)nn1-c1ccccc1
*c1ccccc1*
*c1cccc2c1[P@@](C(C)(C)C)CO2
*c1cccc(*)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1
*n1nc(-c2ccccc2)cc1-c1ccccc1
*c1c(N(C)C)cccc1N(C)C
C1CCC(P(CCCNCCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1
*c1ccccc1N1CCCCC1
C1[N@]2C[N@@]3CP1C[N@](C2)C3
*c1cc(-c2ccccc2)n(*)n1
*c1c(OCC)cccc1OCC
*c1ccccc1C
*c1c(-c2ccccc2)nn(*)c1-c1ccccc1
*c1c(-n2nccc2P(C(C)(C)C)C(C)(C)C)c(-c2ccccc2)nn1*
*n1nc(-c2ccccc2)c(-n2nccc2P(C(C)(C)C)C(C)(C)C)c1-c1ccccc1
c1ccc(P(c2ccccc2)c2ccccc2Oc2ccccc2P(c2ccccc2)c2ccccc2)cc1
*c1c(-c2ccccc2)nn(*)c1*
*CCCP(C1CCCCC1)C1CCCCC1
c1ccc(P(c2ccccc2)c2cccc3c2Oc2c(cccc2P(c2ccccc2)c2ccccc2)C3)cc1
*c1nn(*)c(*)c1-n1nccc1P(C(C)(C)C)C(C)(C)C
*c1cc(*)n(*)n1
*c1c2ccccc2cc2ccccc12
*c1nn(*)c(*)c1*
c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
*c1ccccc1P(c1ccccc1)c1ccccc1
c1ccc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1
*c1nn(-c2ccccc2)c(*)c1*
*c1nn(-c2ccccc2)c(*)c1-n1nccc1P(C(C)(C)C)C(C)(C)C
C1[C@H]2C[C@H]3C[C@@H]1C[C@@](P[C@]14C[C@H]5C[C@H](C[C@H](C5)C1)C4)(C2)C3
*c1ccccc1P(C(C)(C)C)C(C)(C)C
c1ccc(P(c2ccccc2)c2ccncc2-c2cnccc2P(c2ccccc2)c2ccccc2)cc1
c1ccc(P(C2CCCCC2)C2CCCCC2)c(Oc2ccccc2P(C2CCCCC2)C2CCCCC2)c1
c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1
*c1cccc2c1[P@@](C(C)(C)C)[C@H](C(C)C)O2
c1ccc(P(c2ccccc2)c2ccccc2)cc1
*c1c(P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)cc(OC)nc1OC
c1ccc(-c2cccc3c2PCO3)cc1
*N1CCCCC1
*c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1
*c1nn(*)c(-c2ccccc2)c1*
*c1c(-c2ccccc2)nn(-c2ccccc2)c1*
c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
c1ccc(C2(c3ccccc3)CC2)cc1
*c1ccccc1N(C)C
c1ccc2c(P(c3cccc4ccccc34)c3cccc4ccccc34)cccc2c1
*c1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1
c1ccc(-c2ccccc2P(c2ccccc2)c2ccccc2)cc1
c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2cccn2)cc1
*c1cc(-c2ccccc2)nn1-c1ccccc1P(C(C)(C)C)C(C)(C)C
C1CCC(PC2CCCCC2)CC1
c1ccc(P(c2ccccc2)c2cccc3c2Oc2c(cccc2P(c2ccccc2)c2ccccc2)N3)cc1
*C(C)C
*c1cc(*)n(-c2ccccc2P(C(C)(C)C)C(C)(C)C)n1
*c1nn(*)c(-c2ccccc2)c1-n1nccc1P(C(C)(C)C)C(C)(C)C
*CCP(C1CCCCC1)C1CCCCC1
*c1nn(-c2ccccc2)c(-c2ccccc2)c1-n1nccc1P(C(C)(C)C)C(C)(C)C
